logFC	logCPM	LR	PValue	FDR
HMPREF1120_01927	1.60628913951684	6.78343696313918	135.237824197294	2.92898093514439e-31	1.27504455782616e-29
HMPREF1120_01263	-2.91940299477625	4.7558098839823	135.123703134584	3.10226090460229e-31	1.34385684382208e-29
HMPREF1120_02646	-3.47569341029098	4.14936228955463	134.436236199631	4.38582811837233e-31	1.89061283327104e-29
HMPREF1120_04798	3.65251317290403	5.74986671030463	134.381647893074	4.5080864218847e-31	1.93388153932986e-29
HMPREF1120_02025	-1.69552455509258	5.97873230450432	134.104655857719	5.18300828545863e-31	2.21266880283082e-29
HMPREF1120_04652	-4.26861243525732	4.67803123749183	133.977468638459	5.52590399349481e-31	2.34771219185162e-29
HMPREF1120_03661	-1.6233017011236	7.09006701177525	133.963927730251	5.56372092722019e-31	2.3524689872653e-29
HMPREF1120_07616	-2.3143383535053	5.59721347045286	133.801865873663	6.03692369736948e-31	2.54039498636448e-29
HMPREF1120_03254	-1.93874562571246	5.65943793302745	133.680983871606	6.41591079763363e-31	2.68708074496153e-29
HMPREF1120_09137	-3.23303471441093	5.92847683313299	133.544136835631	6.87374578632058e-31	2.86524959970354e-29
HMPREF1120_04407	1.83069530080433	6.274342823926	133.282132983612	7.84345049650009e-31	3.25411136326626e-29
HMPREF1120_06444	-1.79179394061162	6.16585268254826	132.96011696606	9.22464606398309e-31	3.80926155455227e-29
HMPREF1120_03239	-3.73967442077059	4.471346870145	132.624632014977	1.09229507158452e-30	4.48958676632206e-29
HMPREF1120_02546	-2.08160580142843	5.49052303998571	131.753283671856	1.69418703723601e-30	6.93126428150676e-29
HMPREF1120_04110	-4.83611253243632	4.86224484662092	131.455628007891	1.96825062220741e-30	8.01540587486032e-29
HMPREF1120_03828	-1.96696378769272	5.11944778334358	131.379954000342	2.04473016705578e-30	8.28866077351924e-29
HMPREF1120_08546	-1.89677461207434	5.179879919686	130.299272618701	3.52427766762103e-30	1.4221023629574e-28
HMPREF1120_07673	-2.3969438358351	4.84445231771569	129.749499402807	4.64896628411633e-30	1.86740522966982e-28
HMPREF1120_06335	-1.5364436798484	6.63974397744532	129.343013625709	5.70551543286697e-30	2.28143166878938e-28
HMPREF1120_07019	-1.62745793199512	5.95752807268022	129.122188121839	6.37693588533881e-30	2.53842263147473e-28
HMPREF1120_05940	-2.07892299252406	6.33583647043965	128.980387440423	6.84918213278724e-30	2.71418038149959e-28
HMPREF1120_03876	2.30152305362943	9.51752687420602	128.582693557621	8.36868829050274e-30	3.29091538660016e-28
HMPREF1120_11007	2.00268521608251	6.89639383938446	128.580239439505	8.3790422313572e-30	3.29091538660016e-28
HMPREF1120_06909	-5.75059305767808	3.50467977780158	128.492432364572	8.75805281972903e-30	3.42455366229847e-28
HMPREF1120_08625	-2.78512188960116	4.69962391401952	127.216202811067	1.66598924974034e-29	6.48561541848256e-28
HMPREF1120_07715	-1.7770153396808	8.0588762374175	127.087516373365	1.77759385113102e-29	6.88973546598459e-28
HMPREF1120_01238	1.73040910353485	7.23754467811918	127.012406808427	1.84615772514549e-29	7.12423398127104e-28
HMPREF1120_02485	-2.59427030028333	3.87319690336828	126.292833499182	2.6529992377064e-29	1.01932844624398e-27
HMPREF1120_01142	-1.54210528788166	6.47624013856744	126.179732194884	2.80859001392536e-29	1.07443766030556e-27
HMPREF1120_07935	-1.82905953022718	5.22856215488298	126.163099178546	2.83222890286338e-29	1.0788106385605e-27
HMPREF1120_01538	-1.69451034495282	7.32474298704828	126.099910448983	2.92386107601292e-29	1.10893391968782e-27
HMPREF1120_04558	-1.75731452172415	6.80705076541674	124.885754821294	5.39108269150515e-29	2.03594007456543e-27
HMPREF1120_02526	-3.57827368696931	3.25190495952225	124.07345877714	8.11818496415495e-29	3.05278300120159e-27
HMPREF1120_04042	1.42061160170589	6.55498034481323	123.900903705975	8.85576978472325e-29	3.31603549099997e-27
HMPREF1120_06581	-2.35962230632324	4.34653785441172	123.867660314861	9.00538726146592e-29	3.35783152867402e-27
HMPREF1120_05907	-1.61613937821805	5.71471030851053	123.831437072398	9.17129567691381e-29	3.40532520575157e-27
HMPREF1120_01239	-2.12662886538929	10.0160703501214	123.749931402497	9.55586878459954e-29	3.53327248742703e-27
HMPREF1120_04226	1.98856548551578	8.915204505185	123.40302500812	1.13815139728223e-28	4.19076829074296e-27
HMPREF1120_08450	-1.75182296051815	6.67286938789044	122.831172003555	1.51834053608321e-28	5.56745863791175e-27
HMPREF1120_04356	-1.73237413091743	8.61021919428921	122.606469028951	1.70041212186483e-28	6.20931484335516e-27
HMPREF1120_01820	-2.96753439740081	5.75025552857036	122.583614838221	1.72011214570526e-28	6.25540371670673e-27
HMPREF1120_06036	-2.83565407904519	4.70442268980221	122.509529391849	1.78555580892704e-28	6.46678552601977e-27
HMPREF1120_03901	-1.55743932974656	6.00184553215585	122.309689639621	1.97477224511311e-28	7.12288258369982e-27
