logFC	logCPM	LR	PValue	FDR
HMPREF1120_07610	-1.12406045647599	6.45500606261837	80.4529957550761	2.9770289653689e-19	5.51530502452096e-18
HMPREF1120_03365	2.47103368604311	7.40058261855483	80.4168948778423	3.03191792878776e-19	5.60524241353502e-18
HMPREF1120_08985	1.62954122503468	6.91215911562093	80.2148986571787	3.35825500479092e-19	6.19559488044622e-18
HMPREF1120_04249	-2.05873754588856	5.11001991379508	80.0910063969576	3.57556173924243e-19	6.58275814368445e-18
HMPREF1120_02732	1.31094940958214	5.39044131923098	79.8725022453421	3.99366012216035e-19	7.33720883566134e-18
HMPREF1120_07509	1.58573330863988	9.73678292328956	79.5344908030485	4.73880095826062e-19	8.68812947471972e-18
HMPREF1120_08151	1.12119110198911	6.32424221517484	79.4955644881997	4.8330912355264e-19	8.84265574499933e-18
HMPREF1120_03423	-1.51611599970124	4.85483165003509	79.2755155662822	5.40251065588051e-19	9.86404683182151e-18
HMPREF1120_07320	1.51217701828993	8.8547959715103	78.8199475272228	6.80366016787786e-19	1.23966896708323e-17
HMPREF1120_07713	-1.44206898818992	4.94834922391495	78.5202064506613	7.91841220877735e-19	1.43981499360011e-17
HMPREF1120_01137	-1.72808553479314	4.88257760971752	78.5157265845179	7.93638977430427e-19	1.44012066602725e-17
HMPREF1120_08562	-2.16491022227862	3.93169690102563	78.4522091669042	8.19572055370721e-19	1.48413078961292e-17
HMPREF1120_06704	-1.2564626484443	5.50538405108176	78.4127830064128	8.36093713129153e-19	1.51095299446264e-17
HMPREF1120_02596	1.24865727836601	5.98669263166874	77.6918484592819	1.20437361169687e-18	2.17205094011536e-17
HMPREF1120_00027	1.34784543771364	7.47263495111888	77.6400167962041	1.23639641998164e-18	2.22526174406878e-17
HMPREF1120_07564	-1.69191327890825	5.92724060996954	77.6312871177839	1.24187301265583e-18	2.23057557171535e-17
HMPREF1120_08846	1.58771076532604	4.8109758175462	77.5937713534678	1.26568622002879e-18	2.26873613111449e-17
HMPREF1120_06777	-1.25803733126563	6.78746072002248	77.5871903157298	1.26991039198635e-18	2.27170002712215e-17
HMPREF1120_04096	1.52506230031331	8.02807340373537	77.0263643330077	1.68690979622624e-18	3.01155997358611e-17
HMPREF1120_01625	-2.11759594782623	8.72742752025556	76.7820632224754	1.90903596339716e-18	3.40124008236708e-17
HMPREF1120_01714	-1.1976131988147	6.74722638804374	76.6749575281176	2.0154289958633e-18	3.5777868044282e-17
HMPREF1120_08584	-1.26509976885249	5.79288545915712	76.6741779208939	2.01622476927152e-18	3.5777868044282e-17
HMPREF1120_08934	-1.55410794282093	4.48062290051135	76.2378987368646	2.51468965555595e-18	4.45336923570099e-17
HMPREF1120_03272	1.1926422582795	5.69784020562141	76.0622076200118	2.74867798089457e-18	4.85801346343307e-17
HMPREF1120_03212	-1.66216829146199	4.43950113207172	76.0078541997624	2.82538703468333e-18	4.98362180149633e-17
HMPREF1120_09234	1.12642275583355	5.70932613944616	75.98274683935	2.86154057647568e-18	5.0373374650031e-17
HMPREF1120_04417	-1.44394224613316	4.91777201495528	75.97585649774	2.87154305585531e-18	5.04489582198676e-17
HMPREF1120_03586	-4.92085778161621	3.62275381838751	75.7288197600209	3.25423088121308e-18	5.70588061453967e-17
HMPREF1120_03696	1.10102289872756	6.34139037749919	75.5842247940767	3.50147849542584e-18	6.12724068595607e-17
HMPREF1120_08630	1.63512697650542	5.73324936568993	75.33866712575	3.96517768743818e-18	6.92495557784412e-17
HMPREF1120_05731	1.09161767248986	6.91626599751123	75.2206694837423	4.20937279978441e-18	7.33692848751377e-17
HMPREF1120_00867	-1.24889434562477	6.64297295446638	75.0895512040929	4.49840689630191e-18	7.82527987059448e-17
HMPREF1120_02779	1.6270525990454	10.445041572249	75.0309958091199	4.63381870685652e-18	8.0450011615896e-17
HMPREF1120_01543	-1.23183924902487	6.94857330446958	74.4568101040037	6.19795057686984e-18	1.07394684799605e-16
HMPREF1120_06572	-1.99648648200313	4.25564662451013	74.2205158170912	6.98604789634248e-18	1.20813513228921e-16
HMPREF1120_05301	1.86970743706567	4.23008097691897	74.1675601847984	7.17598950327194e-18	1.23855896953934e-16
HMPREF1120_02122	-1.86089627943427	6.69157855396467	74.0732292061433	7.52722443403667e-18	1.29664877823747e-16
HMPREF1120_07331	-2.10768330380657	3.48203016195065	73.9978726618628	7.82012597959717e-18	1.34448352688133e-16
HMPREF1120_07657	1.44895011880729	6.34472512182017	73.9739315819762	7.91554774874243e-18	1.35824651370169e-16
HMPREF1120_04152	2.87157647313499	7.20399640873199	73.8485429415633	8.43466428538557e-18	1.44451799011535e-16
HMPREF1120_06126	-1.75123330417779	4.44113553548205	73.8060638529539	8.61814478015142e-18	1.47308598495548e-16
HMPREF1120_06400	-1.24844450138989	5.39152421695991	73.3787362817801	1.07012756223321e-17	1.82562109410326e-16
HMPREF1120_08322	1.12561307721376	5.89083468291112	73.3208789661513	1.10196045243715e-17	1.87630530215552e-16
HMPREF1120_04418	-1.89974876844911	12.1099946109209	73.2819660965303	1.12390125470949e-17	1.90998372843611e-16
HMPREF1120_03769	1.94911267360071	8.68325095429978	73.1926631982869	1.17592069633233e-17	1.99455109280016e-16
HMPREF1120_08829	1.18511106910122	6.82971607062681	73.0363643853971	1.27282935863773e-17	2.15478793913442e-16
HMPREF1120_00771	-1.09232465536913	6.00875073719508	72.9101429185972	1.35689041185926e-17	2.29270374179738e-16
HMPREF1120_07205	-1.77837365142248	3.88986326831095	72.8893636528231	1.37125188367989e-17	2.31254826261054e-16
HMPREF1120_02219	-1.76093027898132	4.65745218208978	72.8804724569755	1.37744334141389e-17	2.31856510629991e-16
HMPREF1120_05235	-1.23310180575823	7.38777888381581	72.5913188700251	1.59479050692868e-17	2.6793086900625e-16
HMPREF1120_05569	1.35548040528115	5.1476404853259	72.586130429149	1.59898878497843e-17	2.68126449579779e-16
HMPREF1120_03902	2.03133838753842	7.35892231676235	72.498519994733	1.67157265025456e-17	2.79766808907189e-16
HMPREF1120_08567	-3.35817064444136	3.43902895360061	72.2825542641485	1.8648876393386e-17	3.11531419070608e-16
HMPREF1120_03441	-1.71575474866203	6.02940548151705	72.1027624910904	2.04277583942612e-17	3.4060396401903e-16
HMPREF1120_00950	1.07686296591889	6.47211103001171	72.0116642891553	2.13929080663707e-17	3.56024724260863e-16
HMPREF1120_05461	-1.67585167612838	5.94959372831922	71.9222895215816	2.23841166344666e-17	3.7182037349395e-16
HMPREF1120_02777	-1.09228253122875	6.70177751042205	71.9160679419889	2.245480327056e-17	3.72294740153732e-16
HMPREF1120_01950	-1.55686246109145	9.79625288703137	71.9031993866922	2.26017190836819e-17	3.7402882311329e-16
HMPREF1120_01686	2.36381263853723	3.59002158289562	71.857102260138	2.31359301572498e-17	3.82153672522648e-16
HMPREF1120_03851	-1.59052326920673	10.7005178541327	71.8446188711331	2.32827589324589e-17	3.83846969769527e-16
HMPREF1120_00597	-1.60467896637564	5.97448860119016	71.8410153352421	2.33253165968356e-17	3.83846969769527e-16
HMPREF1120_02549	-2.66004120187849	3.25885329498484	71.6118422728583	2.61979634828187e-17	4.3031859349009e-16
HMPREF1120_02077	1.18436053460878	6.81852494700425	71.4923311034282	2.78337840255194e-17	4.56339794867374e-16
HMPREF1120_01540	-1.44477172684153	5.75043391653678	71.425845861179	2.87876409759153e-17	4.71104413526229e-16
HMPREF1120_04930	1.3681738274039	5.1272258188679	71.3799632971308	2.94649172731446e-17	4.81296624663176e-16
HMPREF1120_03704	-1.18431200142385	5.93510460289758	71.2772979742041	3.1038666766749e-17	5.06067708888857e-16
HMPREF1120_00878	1.45054487610656	5.34160743525473	71.1029754867222	3.39058351624563e-17	5.51797173721228e-16
HMPREF1120_02116	1.309571290633	7.69890701368268	71.0719973294413	3.44423997339135e-17	5.5949905597168e-16
HMPREF1120_02023	1.10648179125239	6.40571602522382	70.9704944868087	3.62607371600975e-17	5.87956209695012e-16
HMPREF1120_01797	-1.60639086251132	4.57356586709778	70.9610617914398	3.64345167945984e-17	5.89691987021732e-16
HMPREF1120_00166	1.17170292287927	5.75723965673476	70.6941757255329	4.17122097346677e-17	6.73877143373415e-16
HMPREF1120_02901	1.2341134006874	6.59674881310348	70.6902668483048	4.17949383096794e-17	6.73981514311381e-16
HMPREF1120_07131	-1.93639744138113	4.83685002369378	70.6159059876813	4.34003701116336e-17	6.98595757152106e-16
HMPREF1120_01020	-1.44468069400576	4.7010975394153	70.3003295763523	5.09291862583661e-17	8.18293125391238e-16
HMPREF1120_04212	1.25723894743701	7.58292755813075	70.2372575189992	5.25838497712189e-17	8.43345699506827e-16
HMPREF1120_00028	-3.90689277735402	2.5475774186668	70.1975091623807	5.36541440867135e-17	8.58952303069362e-16
HMPREF1120_08520	-1.18106449099325	7.51908533321294	70.0859131054711	5.67769836109889e-17	9.0730235835499e-16
HMPREF1120_03339	1.16555994384269	7.01106340402984	69.978159033339	5.99647466278589e-17	9.56513476444745e-16
HMPREF1120_00199	-2.63011720746011	4.80106487068586	69.946833585592	6.09246250517434e-17	9.70073714562624e-16
HMPREF1120_04390	1.21246690679892	7.77419876545164	69.9148212614728	6.19214329644421e-17	9.84172127889883e-16
HMPREF1120_04147	-1.35021152229947	5.0316331821994	69.8874776802	6.27857738092006e-17	9.96118282139866e-16
HMPREF1120_08903	-1.19986453836823	6.65541973944461	69.8422774676757	6.42411162674261e-17	1.0173812624646e-15
HMPREF1120_01717	-1.42480163437825	5.81996861482183	69.7757699148848	6.64440881759688e-17	1.05038713275677e-15
HMPREF1120_07328	-1.21225360793472	6.98130291539205	69.7009664219105	6.90122824420765e-17	1.0890384641797e-15
HMPREF1120_08011	-1.90080992980191	4.03860753370307	69.0332420688019	9.68177141527483e-17	1.52509472365033e-15
HMPREF1120_02832	-1.01969766996353	6.26031053315531	69.0247099403843	9.72374735114769e-17	1.528981411781e-15
HMPREF1120_07721	-1.29487648398586	8.04215827719006	68.9844307598285	9.92438261008059e-17	1.55775788854853e-15
HMPREF1120_01944	-1.71407934545178	4.64642985248379	68.8191302181438	1.07920731477894e-16	1.69094947530168e-15
HMPREF1120_08303	1.55276090678235	8.88229166238818	68.7946475310112	1.09268855670522e-16	1.70721740385036e-15
HMPREF1120_06054	1.13587758553716	5.94242530758488	68.7932670320899	1.09345371798043e-16	1.70721740385036e-15
HMPREF1120_00948	1.61330733902703	6.30889469432953	68.7475673249482	1.11908828773163e-16	1.74415929430061e-15
HMPREF1120_07575	-1.69110896367176	7.28944680745666	68.5872173600371	1.21388398846651e-16	1.8885726771265e-15
HMPREF1120_01669	-1.94834409540262	4.33595711568009	68.5213133179749	1.25513698855108e-16	1.94932259539999e-15
HMPREF1120_07425	1.23029510877062	5.21923822672163	68.5029374802413	1.26688748089264e-16	1.96412011730671e-15
HMPREF1120_07813	1.39886782967573	4.76717710037824	68.226023846252	1.45788951867435e-16	2.25628190482053e-15
HMPREF1120_03928	-1.56836524528404	5.13509556521134	68.1492962819183	1.51573557618555e-16	2.34170546971184e-15
HMPREF1120_09254	-1.20656005508644	5.82862959498935	68.0019925689995	1.63330397948193e-16	2.51893669575599e-15
HMPREF1120_03570	-1.77249378934672	5.56408761674081	67.4891856613571	2.11845899083185e-16	3.2614672651535e-15
HMPREF1120_06664	-2.49244869831459	3.68701010448153	67.4742697532667	2.13454679305549e-16	3.28052000177937e-15
HMPREF1120_00879	-1.48224636887242	5.45242281514382	67.354536364196	2.26819532415186e-16	3.47967339826309e-15
HMPREF1120_08360	-1.40949675133899	9.29892600996073	67.3512270128016	2.2720058286724e-16	3.47967339826309e-15
HMPREF1120_02337	-1.19656690830679	7.47357485816914	67.3395921280795	2.28545355626968e-16	3.49421333507875e-15
HMPREF1120_06334	-1.2635849479601	5.20136817508403	67.3213227423544	2.30673037630725e-16	3.5206522168268e-15
HMPREF1120_09260	-1.28089836559306	7.68298628759979	67.1714736848892	2.48889514974898e-16	3.79213214453995e-15
HMPREF1120_08933	1.03008927018303	6.34800716599531	67.1244444625424	2.54898176173278e-16	3.87699687236361e-15
HMPREF1120_06888	-1.248178666854	7.30485688766678	66.7815854796562	3.0331830639744e-16	4.60553930177693e-15
HMPREF1120_09191	-1.79319922973181	5.19288554694677	66.7517057938731	3.07950829437965e-16	4.66785845582041e-15
HMPREF1120_02741	-1.17396284365247	7.68292190337717	66.6549971517502	3.23435301234134e-16	4.8941742414487e-15
HMPREF1120_05247	-1.52113978418619	6.73467800921979	66.6125997672117	3.30467072549106e-16	4.99202994891701e-15
HMPREF1120_04523	-1.23108817870501	7.55378811459478	66.5761482269427	3.36634851476843e-16	5.06995017030566e-15
HMPREF1120_04492	-1.16257494233717	5.89707473509461	66.5753409325762	3.36772745272086e-16	5.06995017030566e-15
HMPREF1120_04023	1.04653481244422	6.69941393100809	66.4852056056947	3.52529546379404e-16	5.29813537645372e-15
HMPREF1120_08419	-1.96037282324877	3.94719294871191	66.4363505501642	3.61376085557664e-16	5.42186836684732e-15
HMPREF1120_01735	1.2799823411687	6.29785212951029	66.3930225327753	3.69407455525768e-16	5.53297234657833e-15
HMPREF1120_01687	-1.32794829312401	4.99195694621795	66.3571436928804	3.76193016480583e-16	5.62507222781541e-15
HMPREF1120_00509	-1.65480145781518	4.56304107903811	65.9301423097238	4.6719182927519e-16	6.97394289747441e-15
HMPREF1120_00046	-1.11871810677374	6.12819368065666	65.8907286397075	4.7662848006421e-16	7.10280923832618e-15
HMPREF1120_08175	1.10666782181574	6.76682976197887	65.7618272001488	5.08842954597476e-16	7.57010974710084e-15
HMPREF1120_05481	-1.18879145577305	5.78727791855836	65.7064382960264	5.23346230804467e-16	7.77279099431778e-15
HMPREF1120_01684	2.68539283324091	2.95138602320903	65.6386898261147	5.41649256488654e-16	8.03113167716482e-15
HMPREF1120_01577	-1.09173422660912	6.74597491069069	65.6305349550411	5.43895133767242e-16	8.05092344573051e-15
HMPREF1120_08312	1.20995624881033	5.80579656695449	65.6196442314941	5.46909008905719e-16	8.08199818010007e-15
HMPREF1120_03364	1.08849273352283	6.6286012481771	65.5268109502406	5.7328721381667e-16	8.45766128296813e-15
HMPREF1120_02182	2.07524241920478	3.5227821187623	65.5018098827782	5.80606212970248e-16	8.55136184003013e-15
HMPREF1120_08251	-1.30053725712877	8.36056436240545	65.4969225705253	5.82047847099977e-16	8.55833082333194e-15
HMPREF1120_05180	1.2856637691983	7.30949377416226	65.4255783070092	6.0350493599733e-16	8.85909156047907e-15
HMPREF1120_00086	-1.20568881831348	6.85090752152577	65.2652509141294	6.54655881556785e-16	9.5940199424831e-15
HMPREF1120_00398	-1.37818951142498	5.41960116415426	65.2127878555994	6.72318282510735e-16	9.83655076580689e-15
HMPREF1120_03255	-2.58823418300038	3.38768594261569	65.0598527218953	7.26573638158679e-16	1.06127789097657e-14
HMPREF1120_02719	-2.47387241964518	3.0602782549381	65.0263286659393	7.39040110988961e-16	1.07770585161872e-14
HMPREF1120_06339	-1.11874305236681	7.45403656552575	64.949027150747	7.68607671384655e-16	1.11897627545736e-14
HMPREF1120_01576	-1.08367872479602	7.53317174827042	64.9451399002705	7.70125395516717e-16	1.11934179608244e-14
HMPREF1120_04223	1.31669485607828	8.25286923212396	64.9270555506455	7.77225699363532e-16	1.12780681531618e-14
HMPREF1120_02768	1.10691638050704	7.0011790357296	64.923674071044	7.78560590518317e-16	1.12789179318203e-14
HMPREF1120_01620	1.04818868716929	5.67978502899314	64.8073200168118	8.25917589253914e-16	1.19453907303385e-14
HMPREF1120_00573	-1.21662763610235	5.80475110885247	64.7907480569513	8.32892995353749e-16	1.20265937907534e-14
HMPREF1120_08395	-1.48605173806344	6.02481083806774	64.715526534844	8.6530329713145e-16	1.24742010387449e-14
HMPREF1120_07736	1.56802850651486	5.22764351402745	64.6563501054771	8.9168465771603e-16	1.28335786974537e-14
HMPREF1120_04012	1.10509644273971	7.16770696900546	64.6140148991087	9.11050396663031e-16	1.30909794395304e-14
HMPREF1120_00684	-1.08073836031217	6.93059632855118	64.5223629466269	9.54429204429469e-16	1.36920306486091e-14
HMPREF1120_08974	1.06671994046944	6.86785211263548	64.4983052595893	9.66154152534329e-16	1.38377702527486e-14
HMPREF1120_01158	1.55089371296018	8.59777217796307	64.385795881203	1.02292948877397e-15	1.46272295991838e-14
HMPREF1120_07105	-1.3760918685323	4.66058022193141	64.2475705179394	1.09727159540488e-15	1.56649258297139e-14
HMPREF1120_01490	-2.23592229710391	7.34527265935984	64.1000786553715	1.18256820331373e-15	1.68503617026036e-14
HMPREF1120_02237	-1.94855252333986	3.76151583063365	64.0974938978693	1.18412069902872e-15	1.68503617026036e-14
HMPREF1120_03903	-3.29659930582848	6.90000329836477	64.0155618216252	1.23440302714576e-15	1.75221033424609e-14
HMPREF1120_04799	1.5257043949669	6.4403396352024	64.0141444300823	1.23529143174755e-15	1.75221033424609e-14
HMPREF1120_07403	1.00467889680008	6.78945343671892	63.8970476243383	1.31093963747214e-15	1.85653422697777e-14
HMPREF1120_06866	1.36751505260491	5.50386726825887	63.7077208957777	1.44317852325201e-15	2.04053897759648e-14
HMPREF1120_06613	1.51523915598336	4.3014823543775	63.6781993077967	1.46496854076392e-15	2.06803945602728e-14
HMPREF1120_06079	1.21978387977792	7.20548193107241	63.6576049089538	1.480363963396e-15	2.08643960837807e-14
HMPREF1120_08551	1.18267143169667	5.89596500999309	63.5488811814408	1.56436433792514e-15	2.20131969016631e-14
HMPREF1120_03481	1.24121468834284	6.27727285435155	63.5319530029167	1.57786547489647e-15	2.21438381689592e-14
HMPREF1120_09009	-2.0727603337984	6.53210708152778	63.5309613732828	1.57865995772822e-15	2.21438381689592e-14
HMPREF1120_08560	-1.0618912776086	5.61642870520307	63.4803572088931	1.61973928921681e-15	2.26840508697448e-14
HMPREF1120_04991	-1.27128995878376	7.11095930005144	63.4677983228325	1.63009888628668e-15	2.27930124337269e-14
HMPREF1120_02698	-1.50152176622047	4.39379305743274	63.4472741885495	1.64717174953126e-15	2.29953503169158e-14
HMPREF1120_07638	-1.52146814330252	5.18004732203726	63.3394707819353	1.73982890513378e-15	2.42505804963206e-14
HMPREF1120_06625	-1.89596468691566	6.73607016306667	63.301727530912	1.77348704526107e-15	2.46807953054678e-14
HMPREF1120_03681	-2.12911293550212	4.1001191907119	63.2050383769864	1.86271316745366e-15	2.58817551270251e-14
HMPREF1120_05709	-1.35754138784064	8.17316673893342	63.1834749601046	1.88321688130243e-15	2.61255691994813e-14
HMPREF1120_02038	-1.14410921712288	5.74672522696893	63.0776035429286	1.98720865249819e-15	2.75250201600729e-14
HMPREF1120_02307	-2.99771981120086	2.36075404414688	62.9748700819294	2.09360755821424e-15	2.89533802690756e-14
HMPREF1120_03217	-1.27423220370466	7.12070347588451	62.9102274569193	2.16345903659124e-15	2.98726367286825e-14
HMPREF1120_00631	-1.3296171460222	6.85661906024051	62.8566529160772	2.22311422839664e-15	3.06484562189409e-14
HMPREF1120_00229	-1.17830852873244	5.12890319644679	62.7977706555291	2.29057963579251e-15	3.15293648621471e-14
HMPREF1120_07150	-1.21894665296437	5.55245651161823	62.6555677483114	2.46207948383319e-15	3.38373194379998e-14
HMPREF1120_03899	-1.15850193885465	5.53739319505842	62.5950326904867	2.53893022855159e-15	3.48393267542087e-14
HMPREF1120_07217	1.02291944995488	5.83937007837843	62.548526239661	2.59959755306289e-15	3.56165016688631e-14
HMPREF1120_06138	-1.06141850705681	6.90231458314713	62.5309349585891	2.62292144533618e-15	3.58804285022227e-14
HMPREF1120_07677	2.01820010675839	3.39151144105205	62.4426468303843	2.74318123610912e-15	3.74675310409525e-14
HMPREF1120_05292	-0.950643402567236	6.52770919297866	62.3522304140749	2.87205975357931e-15	3.916727167034e-14
HMPREF1120_01351	-1.19961613222411	8.20560317743821	62.3398057624091	2.89023686361141e-15	3.93544270627643e-14
HMPREF1120_00510	-1.36690545140254	5.47795000767461	62.312367915383	2.93078686629976e-15	3.98451746730631e-14
HMPREF1120_03763	1.06969400739677	6.71101839184652	62.2387304248632	3.04245054179092e-15	4.12997472162924e-14
HMPREF1120_08268	-1.65124038170504	4.59245843527458	62.2002429237934	3.10249647860944e-15	4.20502475175946e-14
HMPREF1120_02519	1.06042473390904	5.73200466677528	62.172576638736	3.14639091116387e-15	4.25798721010033e-14
HMPREF1120_07023	-1.16492902705411	6.49127242210523	62.092481327874	3.27700209860501e-15	4.42796139837499e-14
HMPREF1120_02265	0.969660985670188	6.33207708820936	61.6311900681927	4.1420517003355e-15	5.58829173677326e-14
HMPREF1120_05211	0.953189042205382	6.21691910083557	61.6098844934703	4.18711396818253e-15	5.64047654524832e-14
HMPREF1120_09193	-1.97828141255167	3.28601935990169	61.223095466323	5.09602112231144e-15	6.85441988704204e-14
HMPREF1120_00972	-1.12693342370101	6.48515895292959	61.1331396915636	5.33426374063887e-15	7.1639648443808e-14
HMPREF1120_02484	-1.71897989490536	4.44400872726305	61.0202407197105	5.64910173447138e-15	7.57528255349371e-14
HMPREF1120_04824	-2.37538312641513	3.81471455424666	60.9956175604468	5.72020016995753e-15	7.65900134877495e-14
HMPREF1120_01472	-1.1092801337358	6.58970026101875	60.8801420769983	6.06576223772608e-15	8.10940104308403e-14
HMPREF1120_01360	-1.32055938125838	8.99283369913869	60.8683356950722	6.10224920394068e-15	8.14585743432384e-14
HMPREF1120_00155	1.67321580011112	11.0570781460503	60.773113024641	6.40467201238404e-15	8.53666464154416e-14
HMPREF1120_02415	1.03312023154529	6.45042617354542	60.730812646843	6.54378299252115e-15	8.70894733507671e-14
HMPREF1120_00708	-1.13650530961024	5.20075515765369	60.5984441362947	6.99893057302972e-15	9.30068413140807e-14
HMPREF1120_08531	-1.47371253213379	4.21115369430849	60.5840419676075	7.05032461129672e-15	9.35491270120558e-14
HMPREF1120_03736	-2.22009282456724	3.00645324129572	60.4197136342727	7.66415522750163e-15	1.01541438898699e-13
HMPREF1120_02132	-1.07400544287155	6.54665763934239	60.4107947971567	7.69896006436127e-15	1.01849865402336e-13
HMPREF1120_00836	1.4111906467994	5.5014362830414	60.3925852173149	7.77051286928201e-15	1.02642783596181e-13
HMPREF1120_04800	4.0573317555245	4.68402696685051	60.3696927267157	7.86141146583696e-15	1.03688497199405e-13
HMPREF1120_07035	-1.08730770721022	5.94696058371419	60.3340368234081	8.00511292793617e-15	1.05426502152268e-13
HMPREF1120_04431	-1.04073320429013	5.82985948797894	60.2633048935036	8.29800330040724e-15	1.09121213044195e-13
HMPREF1120_03328	0.99814422479431	6.39679466748571	60.1145053054129	8.94963539531155e-15	1.17515494782122e-13
HMPREF1120_05418	-1.4996005267223	6.26320802484688	60.1080333673927	8.97911151934755e-15	1.17720497092114e-13
HMPREF1120_03303	1.24139252886975	8.69708164179688	60.1052341677206	8.99189040819018e-15	1.17720497092114e-13
HMPREF1120_02386	3.04446016387789	12.0791395628152	60.0164891294653	9.40660070220635e-15	1.22967648528695e-13
HMPREF1120_07362	-1.67241991345866	4.20572555313403	59.9973710628641	9.49841614500937e-15	1.23984495529465e-13
HMPREF1120_05680	-1.24934753023672	6.5600769118872	59.963147704917	9.66502042673877e-15	1.2597313497211e-13
HMPREF1120_02264	1.46688454559005	8.69744678326417	59.7441915494797	1.08023514950137e-14	1.40589661504324e-13
HMPREF1120_06815	-1.16701555647886	5.73741279265694	59.6229587204711	1.14887052139848e-14	1.49302482317623e-13
HMPREF1120_02318	-1.47282592974389	4.19789259664162	59.5752922747272	1.17703669549653e-14	1.52738227284917e-13
HMPREF1120_05295	1.26865650059054	7.72000874963881	59.4905573343906	1.22882327379493e-14	1.5922450543293e-13
HMPREF1120_01870	-1.15421823443517	5.50631669357656	59.2435683368107	1.3931493414122e-14	1.80252719327373e-13
HMPREF1120_07757	0.968996085723974	6.32487995200291	59.238836429405	1.39650340141686e-14	1.80422522782468e-13
HMPREF1120_00785	-1.01913663551736	6.42744862674396	59.1029236635011	1.49636750661671e-14	1.93042330744115e-13
HMPREF1120_07437	-1.41167215732414	6.77713783545452	59.0466472227204	1.53978090341884e-14	1.98353408797555e-13
HMPREF1120_07115	0.94796799436854	6.58128459676606	58.9229675201431	1.6396708637888e-14	2.10913703395948e-13
HMPREF1120_01741	-1.23313255906079	8.40981558420518	58.8121088314902	1.73470418385126e-14	2.22813675475197e-13
HMPREF1120_07053	1.02780552866639	5.96603630843016	58.7787825192808	1.76433624572349e-14	2.2629084765542e-13
HMPREF1120_04384	-1.91954677325421	4.2620414340101	58.7343657972619	1.80461811421074e-14	2.31121888047541e-13
HMPREF1120_02510	-1.0487267157895	5.46664006594444	58.7110686550009	1.82611305040138e-14	2.33330650573818e-13
HMPREF1120_03490	-1.01366664462876	6.07106269136776	58.7081891257426	1.82878755286254e-14	2.33330650573818e-13
HMPREF1120_07765	-1.36959782521053	6.83664438689153	58.7071158015301	1.8297854571422e-14	2.33330650573818e-13
HMPREF1120_04094	1.01775029334531	6.24501306699644	58.4638212958908	2.07063824528889e-14	2.63663258985849e-13
HMPREF1120_05138	-5.15123607423694	2.14659237617389	58.4482236914759	2.08711950770873e-14	2.65379497692403e-13
HMPREF1120_06843	-4.41939331471104	2.3034435228253	58.423091591856	2.11395199905471e-14	2.68141755795903e-13
HMPREF1120_04039	-1.4963183740568	4.48191284136799	58.4221980319605	2.11491234343945e-14	2.68141755795903e-13
HMPREF1120_05298	-1.96127693791502	4.26026778344807	58.3163485930508	2.23181712992438e-14	2.82558280474811e-13
HMPREF1120_00759	1.22816499675037	5.48002542253682	58.3043380103667	2.24548408770035e-14	2.8388187243216e-13
HMPREF1120_04879	1.17943809728221	8.30283752480199	58.2370030081055	2.32367060002725e-14	2.93346815606298e-13
HMPREF1120_00709	-1.07163929359953	6.95994422374534	58.1101921124593	2.47838929018956e-14	3.12432612801785e-13
HMPREF1120_06728	1.00443387487159	5.98079113331227	58.1064726996082	2.48307959701136e-14	3.12577982888738e-13
HMPREF1120_02808	0.991188911790256	5.95066636035095	58.0632532233241	2.53823640143658e-14	3.19066786337056e-13
HMPREF1120_02221	-1.16585545646763	5.45372808669174	58.0575037114684	2.54566574205913e-14	3.19546138672963e-13
HMPREF1120_00284	-1.20491521392122	8.04639008012074	58.0079778773627	2.61056911446312e-14	3.27228358361853e-13
HMPREF1120_04805	4.38741897620768	2.97091742090664	57.9888274779111	2.63610720858741e-14	3.29961464621628e-13
HMPREF1120_07243	-1.13404002820027	7.74545026774004	57.8745197987446	2.79382676365973e-14	3.49208587135234e-13
HMPREF1120_05898	1.19848507030508	6.94155398752018	57.7094303041534	3.03842621067137e-14	3.79245373216143e-13
HMPREF1120_07941	3.3104256155812	5.80765359452274	57.6752176287066	3.09173693665248e-14	3.85355138352581e-13
HMPREF1120_02805	1.12581424023909	7.47903899569262	57.6383562378181	3.15022277598784e-14	3.92091812273303e-13
HMPREF1120_05813	1.36896063992785	6.69838561816275	57.6164367364764	3.18552469681965e-14	3.95928013302324e-13
HMPREF1120_02676	1.95233449825233	7.41950660692063	57.6123989703133	3.19207066427156e-14	3.96184388485503e-13
HMPREF1120_05502	-0.948443068373809	6.85405656764847	57.5889675679824	3.23032385385669e-14	4.00369872321620e-13
HMPREF1120_00519	-1.08130743421618	7.23764593894991	57.5547222902184	3.28705791822524e-14	4.06830963912556e-13
HMPREF1120_00395	0.925661494664349	6.52183722735989	57.5090228187961	3.36432408741347e-14	4.15811635810808e-13
HMPREF1120_07547	-1.24691706158782	6.36689286857235	57.4904843695976	3.39618360805098e-14	4.19163052295343e-13
HMPREF1120_07944	-1.14688893243416	8.28643429353102	57.4838026401818	3.40774045049277e-14	4.20002822329214e-13
HMPREF1120_07686	0.930902348533142	6.39367092860026	57.3993602515112	3.55722966660783e-14	4.37816693089323e-13
HMPREF1120_03047	-2.57561298210583	4.59684418244569	57.3730741956505	3.60509005208571e-14	4.4309013616525e-13
